source_enum	members	decision	current_enums	member_reuse	reason
include/Gruntz/PlayHudLayoutPx.h:PlayHudLayoutPx	STATUSBAR_WIDTH_PX=160;TIMER_ORIGIN_X_PX=585;TIMER_ORIGIN_X_STATUSBAR_RIGHT_PX=425;TIMER_ORIGIN_Y_PX=458	retain	include/Gruntz/PlayHudLayoutPx.h:PlayHudLayoutPx		All evaluated equal-value and overlapping-domain rows were reviewed; PlayHudLayoutPx has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/PlayIntervalMs.h:PlayIntervalMs	CUE_INTERVAL_MS=500;BOOTY_INTERVAL_MS=10000;REGION_INTERVAL_MS=30000;FIXED_SUBSTEP_MS=18;AMBIENT_INTRO_INTERVAL_MS=8000;MS_PER_SECOND=1000	reuse	include/Gruntz/PlayIntervalMs.h:PlayIntervalMs;include/Utils/MillisPer.h:MillisPer	MS_PER_SECOND=include/Utils/MillisPer.h:MillisPer::MILLIS_PER_SECOND	Play-specific intervals remain local; the seconds conversion now uses the project-wide millisecond unit constant.
include/Gruntz/PlayStringId.h:PlayStringId	IDS_CONTINUE_PROMPT=33064;IDS_LEVEL_TITLE_AREA1_STAGE1=33143;IDS_LEVEL_TITLE_AREA1_STAGE2=33144;IDS_LEVEL_TITLE_AREA1_STAGE3=33145;IDS_LEVEL_TITLE_AREA1_STAGE4=33146;IDS_LEVEL_TITLE_AREA2_STAGE1=33147;IDS_LEVEL_TITLE_AREA2_STAGE2=33148;IDS_LEVEL_TITLE_AREA2_STAGE3=33149;IDS_LEVEL_TITLE_AREA2_STAGE4=33150;IDS_LEVEL_TITLE_AREA3_STAGE1=33151;IDS_LEVEL_TITLE_AREA3_STAGE2=33152;IDS_LEVEL_TITLE_AREA3_STAGE3=33153;IDS_LEVEL_TITLE_AREA3_STAGE4=33154;IDS_LEVEL_TITLE_AREA4_STAGE1=33155;IDS_LEVEL_TITLE_AREA4_STAGE2=33156;IDS_LEVEL_TITLE_AREA4_STAGE3=33157;IDS_LEVEL_TITLE_AREA4_STAGE4=33158;IDS_LEVEL_TITLE_AREA5_STAGE1=33159;IDS_LEVEL_TITLE_AREA5_STAGE2=33160;IDS_LEVEL_TITLE_AREA5_STAGE3=33161;IDS_LEVEL_TITLE_AREA5_STAGE4=33162;IDS_LEVEL_TITLE_AREA6_STAGE1=33163;IDS_LEVEL_TITLE_AREA6_STAGE2=33164;IDS_LEVEL_TITLE_AREA6_STAGE3=33165;IDS_LEVEL_TITLE_AREA6_STAGE4=33166;IDS_LEVEL_TITLE_AREA7_STAGE1=33167;IDS_LEVEL_TITLE_AREA7_STAGE2=33168;IDS_LEVEL_TITLE_AREA7_STAGE3=33169;IDS_LEVEL_TITLE_AREA7_STAGE4=33170;IDS_LEVEL_TITLE_AREA8_STAGE1=33171;IDS_LEVEL_TITLE_AREA8_STAGE2=33172;IDS_LEVEL_TITLE_AREA8_STAGE3=33173;IDS_LEVEL_TITLE_AREA8_STAGE4=33174;IDS_LEVEL_TITLE_TRAINING_STAGE1=33175;IDS_LEVEL_TITLE_TRAINING_STAGE2=33176;IDS_LEVEL_TITLE_TRAINING_STAGE3=33177;IDS_LEVEL_TITLE_TRAINING_STAGE4=33178;IDS_LOADING=33179;IDS_MULTIPLAYER_LEVEL=33180;IDS_CUSTOM_MULTIPLAYER_LEVEL=33181;IDS_BATTLEZ_LEVEL=33182;IDS_CUSTOM_BATTLEZ_LEVEL=33183;IDS_CUSTOM_QUEST_LEVEL=33184;IDS_QUEST_LEVEL=33185;IDS_TRAINING_STAGE1=33186;IDS_TRAINING_STAGE2=33187;IDS_TRAINING_STAGE3=33188;IDS_TRAINING_STAGE4=33189;IDS_PLEASE_WAIT=33193;IDS_TRAINING_WORLD_NAME=33195;IDS_SECRET_LEVEL_STAGE=33196;IDS_SECRET_LEVEL_TITLE=33197;IDS_AREA1_TITLE=33198;IDS_AREA2_TITLE=33199;IDS_AREA3_TITLE=33200;IDS_AREA4_TITLE=33201;IDS_AREA5_TITLE=33202;IDS_AREA6_TITLE=33203;IDS_AREA7_TITLE=33204;IDS_AREA8_TITLE=33205	retain	include/Gruntz/PlayStringId.h:PlayStringId		All evaluated equal-value and overlapping-domain rows were reviewed; PlayStringId has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/PlayerCommandKind.h:PlayerCommandKind	PLAYERCMD_PLACE_GRUNT=0;PLAYERCMD_MOVE=2;PLAYERCMD_USE_TOOL_AT_POINT=3;PLAYERCMD_USE_TOY_AT_POINT=4;PLAYERCMD_STOP=5;PLAYERCMD_GUARD_BEGIN=6;PLAYERCMD_GUARD_END=7;PLAYERCMD_GIVE_TOOL=8;PLAYERCMD_USE_TOOL_ON_GRUNT=9;PLAYERCMD_USE_TOY_ON_GRUNT=10	retain	include/Gruntz/PlayerCommandKind.h:PlayerCommandKind		All evaluated equal-value and overlapping-domain rows were reviewed; PlayerCommandKind has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/PlayerSlot.h:PlayerSlot	PLAYER_SLOT_0=0;PLAYER_SLOT_1=1;PLAYER_SLOT_2=2;PLAYER_SLOT_3=3;PLAYER_SLOT_ALL=5	canonical	include/Gruntz/PlayerSlot.h:PlayerSlot		History and consumers identify one four-player slot domain plus the all-player selector shared by dialogs, maps, triggers, and networking.
include/Gruntz/PlayerSlot.h:PlayerSlotConstants	PLAYER_SLOT_COUNT=4	canonical	include/Gruntz/PlayerSlot.h:PlayerSlotConstants		This is the shared bound for the canonical PlayerSlot domain.
include/Gruntz/Projectile.h:<anonymous:PF_IMPACT>	PF_IMPACT=5;PF_FALL=6	retain	include/Gruntz/Projectile.h:<anonymous:PF_IMPACT>		All evaluated equal-value and overlapping-domain rows were reviewed; PF_IMPACT> has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/QuestLevel.h:QuestLevel	QUESTLEVEL_NONE=0;QUESTLEVEL_AREA1_STAGE1=1;QUESTLEVEL_AREA1_STAGE2=2;QUESTLEVEL_AREA1_STAGE3=3;QUESTLEVEL_AREA1_STAGE4=4;QUESTLEVEL_AREA2_STAGE1=5;QUESTLEVEL_AREA2_STAGE2=6;QUESTLEVEL_AREA2_STAGE3=7;QUESTLEVEL_AREA2_STAGE4=8;QUESTLEVEL_AREA3_STAGE1=9;QUESTLEVEL_AREA3_STAGE2=10;QUESTLEVEL_AREA3_STAGE3=11;QUESTLEVEL_AREA3_STAGE4=12;QUESTLEVEL_AREA4_STAGE1=13;QUESTLEVEL_AREA4_STAGE2=14;QUESTLEVEL_AREA4_STAGE3=15;QUESTLEVEL_AREA4_STAGE4=16;QUESTLEVEL_AREA5_STAGE1=17;QUESTLEVEL_AREA5_STAGE2=18;QUESTLEVEL_AREA5_STAGE3=19;QUESTLEVEL_AREA5_STAGE4=20;QUESTLEVEL_AREA6_STAGE1=21;QUESTLEVEL_AREA6_STAGE2=22;QUESTLEVEL_AREA6_STAGE3=23;QUESTLEVEL_AREA6_STAGE4=24;QUESTLEVEL_AREA7_STAGE1=25;QUESTLEVEL_AREA7_STAGE2=26;QUESTLEVEL_AREA7_STAGE3=27;QUESTLEVEL_AREA7_STAGE4=28;QUESTLEVEL_AREA8_STAGE1=29;QUESTLEVEL_AREA8_STAGE2=30;QUESTLEVEL_AREA8_STAGE3=31;QUESTLEVEL_AREA8_STAGE4=32;QUESTLEVEL_RESERVED_33=33;QUESTLEVEL_RESERVED_34=34;QUESTLEVEL_RESERVED_35=35;QUESTLEVEL_RESERVED_36=36;QUESTLEVEL_AREA1_STAGE1_END=1;QUESTLEVEL_AREA1_STAGE2_END=2;QUESTLEVEL_AREA1_STAGE3_END=3;QUESTLEVEL_AREA1_STAGE4_END=4;QUESTLEVEL_AREA2_STAGE1_END=5;QUESTLEVEL_AREA2_STAGE2_END=6;QUESTLEVEL_AREA2_STAGE3_END=7;QUESTLEVEL_AREA2_STAGE4_END=8;QUESTLEVEL_AREA3_STAGE1_END=9;QUESTLEVEL_AREA3_STAGE2_END=10;QUESTLEVEL_AREA3_STAGE3_END=11;QUESTLEVEL_AREA3_STAGE4_END=12;QUESTLEVEL_AREA4_STAGE1_END=13;QUESTLEVEL_AREA4_STAGE2_END=14;QUESTLEVEL_AREA4_STAGE3_END=15;QUESTLEVEL_AREA4_STAGE4_END=16;QUESTLEVEL_AREA5_STAGE1_END=17;QUESTLEVEL_AREA5_STAGE2_END=18;QUESTLEVEL_AREA5_STAGE3_END=19;QUESTLEVEL_AREA5_STAGE4_END=20;QUESTLEVEL_AREA6_STAGE1_END=21;QUESTLEVEL_AREA6_STAGE2_END=22;QUESTLEVEL_AREA6_STAGE3_END=23;QUESTLEVEL_AREA6_STAGE4_END=24;QUESTLEVEL_AREA7_STAGE1_END=25;QUESTLEVEL_AREA7_STAGE2_END=26;QUESTLEVEL_AREA7_STAGE3_END=27;QUESTLEVEL_AREA7_STAGE4_END=28;QUESTLEVEL_AREA8_STAGE1_END=29;QUESTLEVEL_AREA8_STAGE2_END=30;QUESTLEVEL_AREA8_STAGE3_END=31;QUESTLEVEL_AREA8_STAGE4_END=32;QUESTLEVEL_FIRST=1;QUESTLEVEL_CAMPAIGN_LAST=32;QUESTLEVEL_CAMPAIGN_END=33;QUESTLEVEL_LAST=36;QUESTLEVEL_TRAINING_STAGE1=37;QUESTLEVEL_TRAINING_STAGE2=38;QUESTLEVEL_TRAINING_STAGE3=39;QUESTLEVEL_TRAINING_STAGE4=40;QUESTLEVEL_TRAINING_FIRST=37;QUESTLEVEL_TRAINING_LAST=40;QUESTLEVEL_RESTART=41;QUESTLEVEL_TRAINING_END=41;QUESTLEVEL_POST_LAST=41	retain	include/Gruntz/QuestLevel.h:QuestLevel		All evaluated equal-value and overlapping-domain rows were reviewed; QuestLevel has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/QuestLevel.h:QuestLevelConstants	QUESTLEVEL_PER_AREA=4	retain	include/Gruntz/QuestLevel.h:QuestLevelConstants		All evaluated equal-value and overlapping-domain rows were reviewed; QuestLevelConstants has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/Resolution.h:Resolution	RES_UNSET=0;RES_640X480=1;RES_800X600=2;RES_1024X768=3	retain	include/Gruntz/Resolution.h:Resolution		All evaluated equal-value and overlapping-domain rows were reviewed; Resolution has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/Resolution.h:DisplayResolutionPixels	DISPLAY_WIDTH_640=640;DISPLAY_HEIGHT_480=480;DISPLAY_WIDTH_800=800;DISPLAY_HEIGHT_600=600;DISPLAY_WIDTH_1024=1024;DISPLAY_HEIGHT_768=768	retain	include/Gruntz/Resolution.h:DisplayResolutionPixels		All evaluated equal-value and overlapping-domain rows were reviewed; DisplayResolutionPixels has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/ResolveNode.h:ENoSeed	NO_SEED=0	retain	include/Gruntz/ResolveNode.h:ENoSeed		All evaluated equal-value and overlapping-domain rows were reviewed; ENoSeed has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/ResolveNode.h:EInlineSeed	INLINE_SEED=0	retain	include/Gruntz/ResolveNode.h:EInlineSeed		All evaluated equal-value and overlapping-domain rows were reviewed; EInlineSeed has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/ResolveNode.h:EInlineSeed#2	INLINE_SEED=0	retain	include/Gruntz/ResolveNode.h:EInlineSeed#2		All evaluated equal-value and overlapping-domain rows were reviewed; EInlineSeed#2 has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/ResolveNode.h:ENoSeed#2	NO_SEED=0	retain	include/Gruntz/ResolveNode.h:ENoSeed#2		All evaluated equal-value and overlapping-domain rows were reviewed; ENoSeed#2 has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/RockNeighborMask.h:RockNeighborMask	ROCKADJ_NONE=0;ROCKADJ_BELOW=1;ROCKADJ_ABOVE=2;ROCKADJ_RIGHT=4;ROCKADJ_LEFT=8	retain	include/Gruntz/RockNeighborMask.h:RockNeighborMask		All evaluated equal-value and overlapping-domain rows were reviewed; RockNeighborMask has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/SFSelectDevice.h:SoundFontDeviceRating	SF_DEVICE_RATING_UNUSABLE=64	retain	include/Gruntz/SFSelectDevice.h:SoundFontDeviceRating		All evaluated equal-value and overlapping-domain rows were reviewed; SoundFontDeviceRating has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/SaveSlotCtrlId.h:SaveSlotCtrlId	CTRL_SAVESLOT_NAME=1037;CTRL_SAVEDLG_SLOT0=1077;CTRL_SAVEDLG_SLOT1=1078;CTRL_SAVEDLG_SLOT2=1079;CTRL_SAVEDLG_SLOT3=1080;CTRL_SAVEDLG_SLOT4=1081;CTRL_SAVEDLG_SLOT5=1082;CTRL_SAVEDLG_SLOT6=1083;CTRL_SAVEDLG_SLOT7=1084;CTRL_SAVEDLG_SLOT8=1085;CTRL_SAVEDLG_SLOT9=1086;CTRL_SAVESLOT_LOAD0=1168;CTRL_SAVESLOT_LOAD1=1169;CTRL_SAVESLOT_LOAD2=1170;CTRL_SAVESLOT_LOAD3=1171;CTRL_SAVESLOT_LOAD4=1172;CTRL_SAVESLOT_LOAD5=1173;CTRL_SAVESLOT_LOAD6=1174;CTRL_SAVESLOT_LOAD7=1175;CTRL_SAVESLOT_LOAD8=1176;CTRL_SAVESLOT_LOAD9=1177;CTRL_SAVESLOT_INFO0=1178;CTRL_SAVESLOT_INFO1=1179;CTRL_SAVESLOT_INFO2=1180;CTRL_SAVESLOT_INFO3=1181;CTRL_SAVESLOT_INFO4=1182;CTRL_SAVESLOT_INFO5=1183;CTRL_SAVESLOT_INFO6=1184;CTRL_SAVESLOT_INFO7=1185;CTRL_SAVESLOT_INFO8=1186;CTRL_SAVESLOT_INFO9=1187;CTRL_SAVESLOT_DELETE0=1188;CTRL_SAVESLOT_DELETE1=1189;CTRL_SAVESLOT_DELETE2=1190;CTRL_SAVESLOT_DELETE3=1191;CTRL_SAVESLOT_DELETE4=1192;CTRL_SAVESLOT_DELETE5=1193;CTRL_SAVESLOT_DELETE6=1194;CTRL_SAVESLOT_DELETE7=1195;CTRL_SAVESLOT_DELETE8=1196;CTRL_SAVESLOT_DELETE9=1197;CTRL_SAVESLOT_PREVIEW_TITLE=1203;CTRL_SAVESLOT_PREVIEW_IMAGE=1309	retain	include/Gruntz/SaveSlotCtrlId.h:SaveSlotCtrlId		All evaluated equal-value and overlapping-domain rows were reviewed; SaveSlotCtrlId has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/SbiBeltPhase.h:SbiBeltPhase	BELT_IDLE=1;BELT_IN_MACHINE=2;BELT_SPEWING=3;BELT_DROP_START=4;BELT_FALLING=5;BELT_TRAVELLING=7;BELT_FALLING_OFF=8	retain	include/Gruntz/SbiBeltPhase.h:SbiBeltPhase		All evaluated equal-value and overlapping-domain rows were reviewed; SbiBeltPhase has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/SbiCommandId.h:SbiCommandId	SBICMD_NONE=0;SBICMD_TAB_STATZ=1;SBICMD_TAB_FIRST=1;SBICMD_TAB_GRUNTZ=2;SBICMD_TAB_RESOURCE=3;SBICMD_TAB_MULTIPLAYER=4;SBICMD_TAB_GAME=5;SBICMD_TAB_LAST=5;SBICMD_SIDE_TAB_FIRST=11;SBICMD_SIDE_TAB_LAST=25;SBICMD_GRUNT_SLOT_FIRST=100;SBICMD_GRUNT_SLOT_LAST=104;SBICMD_GRUNT_WELL=105;SBICMD_GRUNT_WELL_GOO=106;SBICMD_GRUNT_OVENS_TEXT=107;SBICMD_GRUNT_WELL_TEXT=108;SBICMD_RESOURCE_MAIN_BACKGROUND=200;SBICMD_RESOURCE_UPPER_BACKGROUND=201;SBICMD_RESOURCE_WINDOW_BACKGROUND=202;SBICMD_RESOURCE_BELT_TOOLS=203;SBICMD_RESOURCE_BELT_TOYS=204;SBICMD_RESOURCE_BELT_BRICKS=205;SBICMD_CONVEYOR_TOP=206;SBICMD_CONVEYOR_BOTTOM=208;SBICMD_RESOURCE_MACHINE_BACKGROUND=209;SBICMD_RESOURCE_MACHINE_FOREGROUND=210;SBICMD_RESOURCE_CURRENT_ITEM=223;SBICMD_RESOURCE_FALLING_ITEM=224;SBICMD_MULTIPLAYER_HEAD1=400;SBICMD_MULTIPLAYER_HEAD_FIRST=400;SBICMD_MULTIPLAYER_HEAD2=401;SBICMD_MULTIPLAYER_HEAD3=402;SBICMD_MULTIPLAYER_HEAD4=403;SBICMD_MULTIPLAYER_HEAD_LAST=403;SBICMD_PAUSE=500;SBICMD_LOAD_GAME=501;SBICMD_SAVE_GAME=502;SBICMD_SETTINGS=503;SBICMD_BOOTY_STATE=504;SBICMD_QUIT=505;SBICMD_GAME_TAB=506;SBICMD_MISSION_STATUS=507;SBICMD_DESTRUCT=508;SBICMD_DOCK_LEFT=601;SBICMD_DOCK_FIRST=601;SBICMD_DOCK_RIGHT=602;SBICMD_HIDE=603;SBICMD_TAB_TITLE_TEXT=604;SBICMD_WARPSTONE_BASE=700;SBICMD_WARPSTONE_FRAGMENT1=701;SBICMD_WARPSTONE_FRAGMENT2=702;SBICMD_WARPSTONE_FRAGMENT3=703;SBICMD_WARPSTONE_FRAGMENT4=704;SBICMD_DIALOG_FRAME=801;SBICMD_DIALOG_MISSION_STATUS=802;SBICMD_DIALOG_PRIMARY=804;SBICMD_DIALOG_SECONDARY=805;SBICMD_DIALOG_REASON=806;SBICMD_DIALOG_YES=807;SBICMD_DIALOG_NO=808;SBICMD_STAT_TOGGLE_FIRST=300;SBICMD_STAT_TOGGLE_LAST=314;SBICMD_CURSOR_TARGET_FIRST=315;SBICMD_CURSOR_TARGET_LAST=329;SBICMD_TOOL_RESOURCE_CATEGORY=211;SBICMD_TOOL_RESOURCE_FIRST=211;SBICMD_TOOL_RESOURCE_UPPER=212;SBICMD_TOOL_RESOURCE_MIDDLE=213;SBICMD_TOOL_RESOURCE_LOWER=214;SBICMD_TOOL_RESOURCE_LAST=214;SBICMD_TOY_RESOURCE_CATEGORY=215;SBICMD_TOY_RESOURCE_FIRST=215;SBICMD_TOY_RESOURCE_UPPER=216;SBICMD_TOY_RESOURCE_MIDDLE=217;SBICMD_TOY_RESOURCE_LOWER=218;SBICMD_TOY_RESOURCE_LAST=218;SBICMD_BRICK_RESOURCE_CATEGORY=219;SBICMD_BRICK_RESOURCE_FIRST=219;SBICMD_BRICK_RESOURCE_UPPER=220;SBICMD_BRICK_RESOURCE_MIDDLE=221;SBICMD_BRICK_RESOURCE_LOWER=222;SBICMD_BRICK_RESOURCE_LAST=222	retain	include/Gruntz/SbiCommandId.h:SbiCommandId		All evaluated equal-value and overlapping-domain rows were reviewed; SbiCommandId has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/SbiFallingItemState.h:SbiFallingItemState	FALLING_ITEM_INACTIVE=0;FALLING_ITEM_DESCENDING=1;FALLING_ITEM_GRINDING=2	retain	include/Gruntz/SbiFallingItemState.h:SbiFallingItemState		All evaluated equal-value and overlapping-domain rows were reviewed; SbiFallingItemState has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/SbiHlRowState.h:SbiHlRowState	HLROW_OFF=0;HLROW_IDLE_CYCLE=1;HLROW_RAMP_UP_LOW=2;HLROW_RAMP_DOWN_LOW=3;HLROW_RAMP_UP_HIGH=4;HLROW_RAMP_DOWN_HIGH=5;HLROW_HOLD_HIGH=6;HLROW_HOLD_LOW=7	retain	include/Gruntz/SbiHlRowState.h:SbiHlRowState		All evaluated equal-value and overlapping-domain rows were reviewed; SbiHlRowState has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/SbiMachineState.h:SbiMachineState	MACHINE_STOPPED=0;MACHINE_SNOOZING=1;MACHINE_WAKING=2;MACHINE_TURNING_WHEEL=3;MACHINE_LEVER=4;MACHINE_RIGHT_RUNNING=5;MACHINE_RIGHT_SPEWING=6	retain	include/Gruntz/SbiMachineState.h:SbiMachineState		All evaluated equal-value and overlapping-domain rows were reviewed; SbiMachineState has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/SbiMachineState.h:SbiMachineFrame	MACHINE_LEVER_RELEASE_FRAME=38	retain	include/Gruntz/SbiMachineState.h:SbiMachineFrame		All evaluated equal-value and overlapping-domain rows were reviewed; SbiMachineFrame has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/SbiMenuItemState.h:SbiMenuItemState	MENUITEM_UNSET=0;MENUITEM_NORMAL=1;MENUITEM_HIGHLIGHT=2;MENUITEM_SELECTED=3;MENUITEM_DISABLED=4	retain	include/Gruntz/SbiMenuItemState.h:SbiMenuItemState		All evaluated equal-value and overlapping-domain rows were reviewed; SbiMenuItemState has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/SerialArchive.h:SerialNameField	SERIAL_NAME_LEN=128	retain	include/Gruntz/SerialArchive.h:SerialNameField		All evaluated equal-value and overlapping-domain rows were reviewed; SerialNameField has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/SerialArchive.h:SerialMode	SERIAL_SNAPSHOT_BEGIN=1;SERIAL_RESTORE_BEGIN=2;SERIAL_PRESAVE=3;SERIAL_SAVE=4;SERIAL_POSTSAVE=5;SERIAL_PRELOAD=6;SERIAL_LOAD=7;SERIAL_POSTLOAD=8;SERIAL_CREATE=9;SERIAL_CREATE_BY_SERIAL_ID=10	retain	include/Gruntz/SerialArchive.h:SerialMode		All evaluated equal-value and overlapping-domain rows were reviewed; SerialMode has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/SortKeyLayer.h:SortKeyLayer	SORTKEY_BOOTY_WARLORD=2;SORTKEY_GRUNT_CREATION=5;SORTKEY_ACTION_AREA=6;SORTKEY_GRUNT_PUDDLE=10;SORTKEY_TOOB_SPIKE=12;SORTKEY_PROJECTILE=15;SORTKEY_KITCHEN_SLIME=19;SORTKEY_GRUNT_SELECTED=20;SORTKEY_GRUNT_POWERUP=21;SORTKEY_EXIT_TRIGGER=75000;SORTKEY_GRUNT_DEATH=90000;SORTKEY_TELEPORT=99999;SORTKEY_ROLLING_BALL_BASE=100000;SORTKEY_INGAME_INFO=95000;SORTKEY_INGAME_INFO_FX=95001;SORTKEY_ACTOR=850000;SORTKEY_ACTOR_BEHIND=849999;SORTKEY_ACTOR_FRONT=850001;SORTKEY_GRUNT_HUD=900000;SORTKEY_GRUNT_VOICE=900001;SORTKEY_WARLORD=800000;SORTKEY_OVERLAY=1000000	retain	include/Gruntz/SortKeyLayer.h:SortKeyLayer		All evaluated equal-value and overlapping-domain rows were reviewed; SortKeyLayer has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/SpellId.h:SpellId	SPELL_RANDOM=0;SPELL_FREEZE=1;SPELL_HEALTH=2;SPELL_RESURRECTION=3;SPELL_RANDOM_TOYZ=4;SPELL_TELEPORT=5;SPELL_ROLLING_BALLZ=6;SPELL_CASTABLE_FIRST=1;SPELL_CASTABLE_LAST=6	canonical	include/Gruntz/SpellId.h:SpellId		Scroll and wand payloads and spell application consume the same Bute-backed spell IDs; SpellId includes the proven castable bounds.
include/Gruntz/SpellzEffect.h:SpellzEffect	SPELLZ_RANDOM=0;SPELLZ_FREEZE=1;SPELLZ_HEALTH=2;SPELLZ_RESURRECTION=3;SPELLZ_TOYZ=4;SPELLZ_TELEPORT=5;SPELLZ_ROLLINGBALL=6	reuse	include/Gruntz/SpellId.h:SpellId	SPELLZ_RANDOM=include/Gruntz/SpellId.h:SpellId::SPELL_RANDOM;SPELLZ_FREEZE=include/Gruntz/SpellId.h:SpellId::SPELL_FREEZE;SPELLZ_HEALTH=include/Gruntz/SpellId.h:SpellId::SPELL_HEALTH;SPELLZ_RESURRECTION=include/Gruntz/SpellId.h:SpellId::SPELL_RESURRECTION;SPELLZ_TOYZ=include/Gruntz/SpellId.h:SpellId::SPELL_RANDOM_TOYZ;SPELLZ_TELEPORT=include/Gruntz/SpellId.h:SpellId::SPELL_TELEPORT;SPELLZ_ROLLINGBALL=include/Gruntz/SpellId.h:SpellId::SPELL_ROLLING_BALLZ	The complete 0..6 set names the same seven spell effects and has been replaced by SpellId at the application consumer.
include/Gruntz/SpriteStateFlags.h:SpriteStateFlags	SPRITE_STATE_NONE=0;SPRITE_STATE_HIDDEN=1;SPRITE_STATE_MIRROR_X=2;SPRITE_STATE_MIRROR_Y=4;SPRITE_STATE_FLASHING=8;SPRITE_STATE_FLASH_VISIBLE=268435456	retain	include/Gruntz/SpriteStateFlags.h:SpriteStateFlags		All evaluated equal-value and overlapping-domain rows were reviewed; SpriteStateFlags has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/SpriteTeamColorVariant.h:SpriteTeamColorVariant	SPRITE_TEAM_COLOR_PRIMARY=0;SPRITE_TEAM_COLOR_SECONDARY=1;SPRITE_TEAM_COLOR_TERTIARY=2	retain	include/Gruntz/SpriteTeamColorVariant.h:SpriteTeamColorVariant		All evaluated equal-value and overlapping-domain rows were reviewed; SpriteTeamColorVariant has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/StaminaPct.h:StaminaPct	STAMINA_EMPTY=0;STAMINA_HALF=50;STAMINA_FULL=100	retain	include/Gruntz/StaminaPct.h:StaminaPct		All evaluated equal-value and overlapping-domain rows were reviewed; StaminaPct has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/StateId.h:StateId	STATE_ANIMWORKER=9	retain	include/Gruntz/StateId.h:StateId		All evaluated equal-value and overlapping-domain rows were reviewed; StateId has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/StatusBarDock.h:StatusBarDock	STATUSBAR_DOCK_RIGHT=0;STATUSBAR_DOCK_LEFT=1;STATUSBAR_HIDDEN=2;STATUSBAR_NONRIGHT_FIRST=1;STATUSBAR_NONRIGHT_LAST=2;STATUSBAR_NONRIGHT_BEFORE_FIRST=0	retain	include/Gruntz/StatusBarDock.h:StatusBarDock		All evaluated equal-value and overlapping-domain rows were reviewed; StatusBarDock has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/StatusBarHighlightRow.h:StatusBarHighlightRow	STATUS_HL_ROW_NONE=-1;STATUS_HL_ROW_CATEGORY=0;STATUS_HL_ROW_UPPER=1;STATUS_HL_ROW_MIDDLE=2;STATUS_HL_ROW_LOWER=3	retain	include/Gruntz/StatusBarHighlightRow.h:StatusBarHighlightRow		All evaluated equal-value and overlapping-domain rows were reviewed; StatusBarHighlightRow has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/StatusBarItemKind.h:StatusBarItemKind	SBI_KIND_BASE=0;SBI_KIND_RECT_ONLY=1;SBI_KIND_MENU_ITEM=2;SBI_KIND_IMAGE=3;SBI_KIND_IMAGE_SET=4;SBI_KIND_STATZ_TAB_ARROW=5;SBI_KIND_STATZ_TAB_GRUNT_BAR=6;SBI_KIND_WELL_GOO=7;SBI_KIND_IMAGE_SET_ANI=8;SBI_KIND_GRUNT_MACHINE=9;SBI_KIND_WARLORD_HEAD=11	retain	include/Gruntz/StatusBarItemKind.h:StatusBarItemKind		All evaluated equal-value and overlapping-domain rows were reviewed; StatusBarItemKind has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Gruntz/StatusBarMgr.h:SbiSlotState	SLOT_ARMED=0;SLOT_FILLING=1;SLOT_READY=2	retain	include/Gruntz/StatusBarMgr.h:SbiSlotState		All evaluated equal-value and overlapping-domain rows were reviewed; SbiSlotState has distinct producers, consumers, or encoding and does not transport another enum's values.
